JURISDICTION,COUNTY,YEAR,APN,STREET_ADDRESS,PROJECT_NAME,JURS_TRACKING_ID,REZONE_DT,VLOW_INCOME,LOW_INCOME,MOD_INCOME,ABOVE_MOD_INCOME,SHORTFALL_DESC,PARCEL_SIZE,GEN_PLAN_DESIGNATION,ZONING,MIN_DENSITY_ALLOWED,MAX_DENSITY_ALLOWED,REALISTIC_CAPACITY,PARCEL_VACANT_NONVACANT,PARCEL_DESC
ENCINITAS,SAN DIEGO,2019,2581308000,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,25,,,Unaccommodated Need,1,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,25,Vacant,
ENCINITAS,SAN DIEGO,2019,2581308600,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,56,,,Unaccommodated Need,2.24,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,56,Vacant,
ENCINITAS,SAN DIEGO,2019,2581309300,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,33,,,Unaccommodated Need,1.35,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,33,Vacant,
ENCINITAS,SAN DIEGO,2019,2581309400,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,7,,,Unaccommodated Need,0.27,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,7,Vacant,
ENCINITAS,SAN DIEGO,2019,2611506400,3459 Manchester Avenue,GREEK CHURCH PARCEL,Ord No. 2019-04,3/27/2019,,50,,,Unaccommodated Need,2,RR1/ R-30 OL,RR1/ R-30 OL,25 DU/AC,30 DU/AC,50,Vacant,
ENCINITAS,SAN DIEGO,2019,2612003800,2951 Manchester Avenue,"MANCHESTER AVENUE
WEST SITES",Ord No. 2019-04,3/27/2019,,12,,,Unaccommodated Need,0.5,R11/ R-30 OL,R11/ R-30 OL,25 DU/AC,30 DU/AC,12,Vacant,
ENCINITAS,SAN DIEGO,2020,2541440100,Piraeus Street,CANNON PROPERTY,Ord No. 2019-04,3/27/2019,,173,,,Unaccommodated Need,6.93,RR2/ R-30  OL,RR2/ R-30  OL,25 DU/AC,30 DU/AC,173,Vacant,
ENCINITAS,SAN DIEGO,2020,2581111600,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,55,,,Unaccommodated Need,2.2,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,55,Vacant,
ENCINITAS,SAN DIEGO,2020,2581304500,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,6,,,Unaccommodated Need,0.23,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,6,Vacant,
ENCINITAS,SAN DIEGO,2020,2581308100,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,33,,,Unaccommodated Need,1.31,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,33,Vacant,
ENCINITAS,SAN DIEGO,2020,2581303400,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,25,,,Unaccommodated Need,1.02,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,25,Vacant,
ENCINITAS,SAN DIEGO,2020,2592313200,Rancho Santa Fe Dr,RANCHO SANTA FE PARCELS (GAFFNEY/ GOODSEN),Ord No. 2019-04,3/27/2019,,36,,,Unaccommodated Need,1.45,RR2/ R-30  OL,RR2/ R-30  OL,25 DU/AC,30 DU/AC,36,Vacant,
ENCINITAS,SAN DIEGO,2020,2620618500,Sage Canyon Drive,SAGE CANYON PARCEL,Ord No. 2019-04,3/27/2019,,60,,,Unaccommodated Need,2.4,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,60,Vacant,
ENCINITAS,SAN DIEGO,2020,2570203600,"Mays Hollow Ln,",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,43,,,Unaccommodated Need,1.74,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,43,Vacant,
ENCINITAS,SAN DIEGO,2020,2570203700,225 Quail Gardens Dr,BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,31,,,Unaccommodated Need,1.24,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,31,Vacant,
ENCINITAS,SAN DIEGO,2020,2581308000,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,25,,,Unaccommodated Need,1,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,25,Vacant,
ENCINITAS,SAN DIEGO,2020,2581308600,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,56,,,Unaccommodated Need,2.24,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,56,Vacant,
ENCINITAS,SAN DIEGO,2020,2581309300,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,33,,,Unaccommodated Need,1.35,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,33,Vacant,
ENCINITAS,SAN DIEGO,2020,2581309400,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,7,,,Unaccommodated Need,0.27,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,7,Vacant,
ENCINITAS,SAN DIEGO,2020,2611506400,3459 Manchester Avenue,GREEK CHURCH PARCEL,Ord No. 2019-04,3/27/2019,,50,,,Unaccommodated Need,2,RR1/ R-30 OL,RR1/ R-30 OL,25 DU/AC,30 DU/AC,50,Vacant,
ENCINITAS,SAN DIEGO,2020,2612003800,2951 Manchester Avenue,"MANCHESTER AVENUE
WEST SITES",Ord No. 2019-04,3/27/2019,,12,,,Unaccommodated Need,0.5,R11/ R-30 OL,R11/ R-30 OL,25 DU/AC,30 DU/AC,12,Vacant,
ENCINITAS,SAN DIEGO,2021,2620618500,Sage Canyon Drive,SAGE CANYON PARCEL,Ord No. 2019-04,3/27/2019,,60,,,Unaccommodated Need,2.4,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,60,Vacant,
ENCINITAS,SAN DIEGO,2021,2570203600,"Mays Hollow Ln,",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,43,,,Unaccommodated Need,1.74,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,43,Vacant,
ENCINITAS,SAN DIEGO,2021,2570203700,225 Quail Gardens Dr,BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,31,,,Unaccommodated Need,1.24,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,31,Vacant,
ENCINITAS,SAN DIEGO,2021,2581308000,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,25,,,Unaccommodated Need,1,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,25,Vacant,
ENCINITAS,SAN DIEGO,2021,2581308600,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,56,,,Unaccommodated Need,2.24,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,56,Vacant,
ENCINITAS,SAN DIEGO,2021,2581309300,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,33,,,Unaccommodated Need,1.35,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,33,Vacant,
ENCINITAS,SAN DIEGO,2021,2581309400,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,7,,,Unaccommodated Need,0.27,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,7,Vacant,
ENCINITAS,SAN DIEGO,2021,2611506400,3459 Manchester Avenue,GREEK CHURCH PARCEL,Ord No. 2019-04,3/27/2019,,60,,,Unaccommodated Need,2,RR1/ R-30 OL,RR1/ R-30 OL,25 DU/AC,30 DU/AC,60,Vacant,
ENCINITAS,SAN DIEGO,2021,2612003800,2951 Manchester Avenue,"MANCHESTER AVENUE
WEST SITES",Ord No. 2019-04,3/27/2019,,15,,,Unaccommodated Need,0.5,R11/ R-30 OL,R11/ R-30 OL,25 DU/AC,30 DU/AC,15,Vacant,
ENCINITAS,SAN DIEGO,2021,2541440100,Piraeus Street,CANNON PROPERTY,Ord No. 2019-04,3/27/2019,,208,,,Unaccommodated Need,6.93,RR2/ R-30  OL,RR2/ R-30  OL,25 DU/AC,30 DU/AC,208,Vacant,
ENCINITAS,SAN DIEGO,2021,2581111600,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,66,,,Unaccommodated Need,2.2,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,66,Vacant,
ENCINITAS,SAN DIEGO,2021,2581304500,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,7,,,Unaccommodated Need,0.23,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,7,Vacant,
ENCINITAS,SAN DIEGO,2021,2581308100,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,39,,,Unaccommodated Need,1.31,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,39,Vacant,
ENCINITAS,SAN DIEGO,2021,2581303400,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,31,,,Unaccommodated Need,1.02,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,31,Vacant,
ENCINITAS,SAN DIEGO,2021,2592313200,Rancho Santa Fe Dr,RANCHO SANTA FE PARCELS (GAFFNEY/ GOODSEN),Ord No. 2019-04,3/27/2019,,36,,,Unaccommodated Need,1.45,RR2/ R-30  OL,RR2/ R-30  OL,25 DU/AC,30 DU/AC,36,Vacant,
ENCINITAS,SAN DIEGO,2021,2574702400,N El Camino Real,ARMSTRONG PARCELS,Ord No. 2019-04,3/27/2019,,31,,,Unaccommodated Need,1.06,GC/ R30 OL,GC R-30 OL,25 DU/AC,30 DU/AC,31,Vacant,
ENCINITAS,SAN DIEGO,2021,2574702400,N El Camino Real,ARMSTRONG PARCELS,Ord No. 2019-04,3/27/2019,,31,,,Unaccommodated Need,1.06,GC/ R30 OL,GC R-30 OL,25 DU/AC,30 DU/AC,31,Vacant,
ENCINITAS,SAN DIEGO,2021,2541440100,Piraeus Street,CANNON PROPERTY,Ord No. 2019-04,3/27/2019,,208,,,Unaccommodated Need,6.93,RR2/ R-30  OL,RR2/ R-30  OL,25 DU/AC,30 DU/AC,208,Vacant,
ENCINITAS,SAN DIEGO,2021,2581111600,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,66,,,Unaccommodated Need,2.2,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,66,Vacant,
ENCINITAS,SAN DIEGO,2021,2581304500,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,7,,,Unaccommodated Need,0.23,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,7,Vacant,
ENCINITAS,SAN DIEGO,2021,2581308100,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,39,,,Unaccommodated Need,1.31,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,39,Vacant,
ENCINITAS,SAN DIEGO,2021,2581303400,"696 & 550 Encinitas Blvd, Quail
Gardens Dr","ENCINITAS BLVD &
QUAIL GARDENS SITES",Ord No. 2019-04,3/27/2019,,31,,,Unaccommodated Need,1.02,OP/ R-30 OL,OP/ R-30 OL,25 DU/AC,30 DU/AC,31,Vacant,
ENCINITAS,SAN DIEGO,2021,2592313200,Rancho Santa Fe Dr,RANCHO SANTA FE PARCELS (GAFFNEY/ GOODSEN),Ord No. 2019-04,3/27/2019,,36,,,Unaccommodated Need,1.45,RR2/ R-30  OL,RR2/ R-30  OL,25 DU/AC,30 DU/AC,36,Vacant,
ENCINITAS,SAN DIEGO,2021,2620618500,Sage Canyon Drive,SAGE CANYON PARCEL,Ord No. 2019-04,3/27/2019,,60,,,Unaccommodated Need,2.4,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,60,Vacant,
ENCINITAS,SAN DIEGO,2021,2570203600,"Mays Hollow Ln,",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,43,,,Unaccommodated Need,1.74,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,43,Vacant,
ENCINITAS,SAN DIEGO,2021,2570203700,225 Quail Gardens Dr,BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,31,,,Unaccommodated Need,1.24,R3/ R30 OL,R3/ R30 OL,25 DU/AC,30 DU/AC,31,Vacant,
ENCINITAS,SAN DIEGO,2021,2581308000,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,25,,,Unaccommodated Need,1,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,25,Vacant,
ENCINITAS,SAN DIEGO,2021,2581308600,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,56,,,Unaccommodated Need,2.24,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,56,Vacant,
ENCINITAS,SAN DIEGO,2021,2581309300,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,33,,,Unaccommodated Need,1.35,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,33,Vacant,
ENCINITAS,SAN DIEGO,2021,2581309400,"185, 195 Quail Gardens Drive, Encinitas Blvd",BALDWIN & SONS PROPERTIES,Ord No. 2019-04,3/27/2019,,7,,,Unaccommodated Need,0.27,R5/ R-30 OL,R5/ R-30 OL,25 DU/AC,30 DU/AC,7,Vacant,
ENCINITAS,SAN DIEGO,2021,2611506400,3459 Manchester Avenue,GREEK CHURCH PARCEL,Ord No. 2019-04,3/27/2019,,60,,,Unaccommodated Need,2,RR1/ R-30 OL,RR1/ R-30 OL,25 DU/AC,30 DU/AC,60,Vacant,
ENCINITAS,SAN DIEGO,2021,2612003800,2951 Manchester Avenue,"MANCHESTER AVENUE
WEST SITES",Ord No. 2019-04,3/27/2019,,15,,,Unaccommodated Need,0.5,R11/ R-30 OL,R11/ R-30 OL,25 DU/AC,30 DU/AC,15,Vacant,
LAKEPORT,LAKE,2018,025-431-16,1255 Martin Street,Martin Street Apartments,,7/17/2018,,72,,,No Net Loss,10.48,High Density Residential/ Residential,R-3/R-1,19/1,29/18,150,Vacant,Vacant
DAVIS,YOLO,2018,71-405-18,2100 Fifth Street (part),Sterling MHA,,4/18/2017,,38,,,No Net Loss,1.03,Res High,PD,20,40,38,Vacant,Vacant - Former School
MONTEREY PARK,LOS ANGELES,2020,5286019013,126 N New Ave,Whitmore Villas,,12/1/2020,,62,,,No Net Loss,2.8,High Density Residential (HDR),High-Density Residential (R-3),16.1units/acre,30.0 units/acre,62,Vacant,Vacant Lot
MONTEREY PARK,LOS ANGELES,2020,5256011060,206 N Moore,N/A,,12/1/2020,,3,,,No Net Loss,0.35,High Density Residential (HDR),High-Density Residential (R-3),16.1units/acre,30.0 units/acre,3,Non-Vacant,Mult-Family Residential
SUISUN CITY,SOLANO,2018,"0032-081-310, 060, 050, 070, 320",No address has been assigned to these properties.,,,11/1/2016,,,,,Unaccommodated Need,2.63,Downtown Waterfront,Downtown Mixed Use,20,45,53,Non-Vacant,"and 0032-082-140. Existing uses on-site. Will need to consolidate the parcels, but all parcels owned by a single entity."
SUISUN CITY,SOLANO,2018,"0032-411-070, 080, 090, 100,  and 110",No address has been assigned to these properties.,,,3/1/2017,,,,,Unaccommodated Need,3.22,Mixed Use,High Density Residential 2,20,45,64,Vacant,Land is vacant.
SUISUN CITY,SOLANO,2018,"0032-042-120, 130, and 640",No address has been assigned to these properties.,,,11/1/2016,,,,,Unaccommodated Need,3.31,Downtown Waterfront,Downtown Mixed Use,20,45,83,Non-Vacant,Site is existing Park N Ride property
SUISUN CITY,SOLANO,2018,"0032-281-060, 110, and 130",No address has been assigned to these properties.,,,11/1/2016,,,,,Unaccommodated Need,4.05,Downtown Waterfront,Residential High Density,20,45,122,Vacant,Mulitple ownership. Will Need to consolidate the parcels.
SIERRA MADRE,LOS ANGELES,2018,5768-020-011,261 Mariposa,,,1/28/2014,,3,,,No Net Loss,11450,RH,R3,1,13 du/ac,3,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-021-008,109 Auburn,,,1/28/2014,,2,,,No Net Loss,8250,RH,R3,1,13 du/ac,2,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-021-010,91 Auburn,,,1/28/2014,,2,,,No Net Loss,4810,RH,R3,1,13 du/ac,2,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-021-009,99 Auburn,,,1/28/2014,,2,,,No Net Loss,3440,RH,R3,1,13 du/ac,2,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-021-011,87 Auburn,,,1/28/2014,,1,,,No Net Loss,8250,RH,R3,1,13 du/ac,1,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5768-019-010,318 Montecito,,,1/28/2014,,2,,,No Net Loss,7482,RH,R3,1,13 du/ac,2,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5768-019-009,46 N Lima,,,1/28/2014,,2,,,No Net Loss,75010,RH,R3,1,13 du/ac,2,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-022-026,198 W Montecito,,,1/28/2014,,2,,,No Net Loss,3000,RH,R3,1,13 du/ac,2,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-022-028,196 W Montecito,,,1/28/2014,,2,,,No Net Loss,3000,RH,R3,1,13 du/ac,2,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-022-027,40 N Hermosa,,,1/28/2014,,1,,,No Net Loss,12300,RH,R3,1,13 du/ac,1,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-022-049,170 W. Montecito,,,1/28/2014,,1,,,No Net Loss,7767,RH,R3,1,13 du/ac,1,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5767-022-024,168 W Montecito,,,1/28/2014,,1,,,No Net Loss,7767,RH,R3,1,13 du/ac,1,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5768-020-013,293 Mariposa,,,1/28/2014,,8,,,No Net Loss,22988,RH-1,R3-H,2,20,8,Non-Vacant,Single family residential
SIERRA MADRE,LOS ANGELES,2018,5768-020-012,271 Mariposa,,,1/28/2014,,8,,,No Net Loss,11494,RH-1,R3-H,2,20,8,Non-Vacant,Single family residential
GUSTINE,MERCED,2018,021-062-005,28000-28250 Sullivan Rd,,,11/6/2018,,93,,,Unaccommodated Need,3.21,Med-High Density Res,R-3,20,24,93,Vacant,Fallow land
GUSTINE,MERCED,2018,021-061-004,Hwy 33 s/o Meredith,,,11/6/2018,,33,,,Unaccommodated Need,2.2,Med-High Density Res,R-3,20,24,33,Vacant,Fallow land
ARVIN,KERN,2018,190-030-48,SW corner Tejon Rd and extension of Varsity Ave.,,,4/3/2018,,142,,,Unaccommodated Need,6.8,High Density Residential,R-4,21,24,142,Vacant,
TULARE,TULARE,2018,168-010-009,745 N West St,,,1/15/2019,,202,,,Shortfall of Sites,8.72,HDR,R-M-4,21.79 units/acre,29 units / acre,202,Vacant,Vacant Parcel
TULARE,TULARE,2018,168-010-010,907 N West St,,,1/15/2019,,302,,,Shortfall of Sites,13,HDR,R-M-4,21.79 units/acre,29 units / acre,302,Non-Vacant,One Single-Family House
TULARE,TULARE,2018,168-010-035,789 N West St,,,1/15/2019,,215,,,Shortfall of Sites,9.25,HDR,R-M-4,21.79 units/acre,29 units / acre,215,Non-Vacant,Two houses and abandoned dairy
TULARE,TULARE,2018,168-020-003,2043 W Pleasant Ave,,,1/15/2019,,242,,,Shortfall of Sites,10.44,HDR,R-M-4,21.79 units/acre,29 units / acre,242,Vacant,Vacant Parcel
TULARE,TULARE,2018,168-180-012,No site address,,,1/15/2019,,40,,,Shortfall of Sites,1.73,HDR,R-M-4,21.79 units/acre,29 units / acre,40,Vacant,Vacant Parcel
TULARE,TULARE,2018,168-330-018,537 N West St,,,1/15/2019,,150,,,Shortfall of Sites,6.48,HDR,R-M-4,21.79 units/acre,29 units / acre,150,Vacant,Vacant Parcel
TULARE,TULARE,2018,171-250-017,717 N Mooney Blvd,,,1/15/2019,,255,,,Shortfall of Sites,11,HDR,R-M-4,21.79 units/acre,29 units / acre,255,Vacant,Vacant Parcel
TULARE,TULARE,2018,172-040-073,2970 E Bardsley Ave,,,1/15/2019,,99,,,Shortfall of Sites,4.27,HDR,R-M-4,21.79 units/acre,29 units / acre,99,Vacant,"Vacant Parcel, Proposed site of Mission Oak Apartments and mini storage units"
TULARE,TULARE,2018,177-190-002,No site address,,,1/15/2019,,228,,,Shortfall of Sites,9.84,HDR,R-M-4,21.79 units/acre,29 units / acre,228,Vacant,Vacant Parcel
TULARE,TULARE,2018,177-300-026,1250 Hillman St,,,1/15/2019,,75,,,Shortfall of Sites,3.23,HDR,R-M-4,21.79 units/acre,29 units / acre,75,Vacant,Vacant Parcel
TULARE,TULARE,2018,182-330-014,No site address,,,1/15/2019,,57,,,Shortfall of Sites,2.48,HDR,R-M-4,21.79 units/acre,29 units / acre,57,Vacant,Vacant Parcel
TULARE,TULARE,2018,182-340-001,No site address,,,1/15/2019,,74,,,Shortfall of Sites,3.18,HDR,R-M-4,21.79 units/acre,29 units / acre,74,Vacant,Vacant Parcel
TULARE,TULARE,2018,182-340-002,No site address,,,1/15/2019,,111,,,Shortfall of Sites,4.78,HDR,R-M-4,21.79 units/acre,29 units / acre,111,Vacant,Vacant Parcel
TULARE,TULARE,2018,184-100-010,No site address,,,1/15/2019,,175,,,Shortfall of Sites,7.53,HDR,R-M-4,21.79 units/acre,29 units / acre,175,Vacant,Vacant Parcel
HUNTINGTON BEACH,ORANGE,2019,167-472-09,17642 Beach,,,2/3/2020,,40,,,Shortfall of Sites,0.79,M-sp,SP14,N/A,N/A,40,Vacant,
HUNTINGTON BEACH,ORANGE,2019,159-031-18,18431 Beach,,,2/3/2020,,43,,,Shortfall of Sites,0.78,M-sp,SP14,N/A,N/A,43,Vacant,
HUNTINGTON BEACH,ORANGE,2019,159-121-26; 159-121-25,18700 Delaware,,,2/3/2020,,135,,,Shortfall of Sites,2,M-sp,SP14,N/A,N/A,135,Vacant,
HUNTINGTON BEACH,ORANGE,2019,159-121-38; 159-121-37,18811 Florida,,,2/3/2020,,136,,,Shortfall of Sites,2,M-sp,SP14,N/A,N/A,136,Vacant,
HUNTINGTON BEACH,ORANGE,2019,153-051-11,19432 Beach,,,2/3/2020,,40,,,Shortfall of Sites,1,M-sp,SP14,N/A,N/A,40,Vacant,
HUNTINGTON BEACH,ORANGE,2019,025-180-21,19471 Beach,,,2/3/2020,,34,,,Shortfall of Sites,0.46,M-sp,SP14,N/A,N/A,34,Non-Vacant,unoccupied office building
HUNTINGTON BEACH,ORANGE,2019,025-180-23,19431 Beach,,,2/3/2020,,35,,,Shortfall of Sites,0.93,M-sp,SP14,N/A,N/A,35,Non-Vacant,Retail
CUDAHY,LOS ANGELES,2018,6224007002,not available,,,3/18/2018,,14,,,Shortfall of Sites,0.94,Med Density Residential,Med Density Residential,1,25,14,Non-Vacant,7 dwelling units
CUDAHY,LOS ANGELES,2018,6224007009,not available,,,3/18/2018,,9,,,Shortfall of Sites,0.59,Med Density Residential,Med Density Residential,1,25,9,Non-Vacant,Commercial/Industrial
CUDAHY,LOS ANGELES,2018,6224007800,not available,,,3/18/2018,,12,,,Shortfall of Sites,0.78,Med Density Residential,Med Density Residential,1,25,12,Non-Vacant,Commercial/Industrial
CUDAHY,LOS ANGELES,2018,6224007801,not available,,,3/18/2018,,14,,,Shortfall of Sites,0.93,Med Density Residential,Med Density Residential,1,25,14,Non-Vacant,Commercial/Industrial
CUDAHY,LOS ANGELES,2018,6224013902,not available,,,3/18/2018,,2,,,Shortfall of Sites,0.1,Med Density Residential,Med Density Residential,1,25,2,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6226006901,not available,,,3/18/2018,,1,,,Shortfall of Sites,0.07,Med Density Residential,Med Density Residential,1,25,1,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6226007003,not available,,,3/18/2018,,3,,,Shortfall of Sites,0.18,Med Density Residential,Med Density Residential,1,25,3,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6226017010,not available,,,3/18/2018,,14,,,Shortfall of Sites,0.93,Med Density Residential,Med Density Residential,1,25,14,Non-Vacant,5 dwelling units
CUDAHY,LOS ANGELES,2018,6226017029,not available,,,3/18/2018,,2,,,Shortfall of Sites,0.14,Med Density Residential,Med Density Residential,1,25,2,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6226018025,not available,,,3/18/2018,,3,,,Shortfall of Sites,0.18,Med Density Residential,Med Density Residential,1,25,3,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6226027008,not available,,,3/18/2018,,13,,,Shortfall of Sites,0.9,Med Density Residential,Med Density Residential,1,25,13,Non-Vacant,5 dwelling units
CUDAHY,LOS ANGELES,2018,6226027009,not available,,,3/18/2018,,12,,,Shortfall of Sites,0.8,Med Density Residential,Med Density Residential,1,25,12,Non-Vacant,4 dwelling units
CUDAHY,LOS ANGELES,2018,6226027010,not available,,,3/18/2018,,12,,,Shortfall of Sites,0.79,Med Density Residential,Med Density Residential,1,25,12,Non-Vacant,2 dwelling units
CUDAHY,LOS ANGELES,2018,6226027011,not available,,,3/18/2018,,12,,,Shortfall of Sites,0.78,Med Density Residential,Med Density Residential,1,25,12,Non-Vacant,4 dwelling units
CUDAHY,LOS ANGELES,2018,6226029006,not available,,,3/18/2018,,14,,,Shortfall of Sites,0.94,Med Density Residential,Med Density Residential,1,25,14,Non-Vacant,5 dwelling units
